time;LIDL BEŽIGRAD;ŠMARTINSKI PARK;SAVSKO NASELJE 1-ŠMARTINSKA CESTA;ČRNUČE;VILHARJEVA CESTA;MASARYKOVA DDC;POGAČARJEV TRG-TRŽNICA;CANKARJEVA UL.-NAMA;ANTONOV TRG;PRUŠNIKOVA;TEHNOLOŠKI PARK;KOSEŠKI BAJER;TIVOLI;TRŽNICA MOSTE;GRUDNOVO NABREŽJE-KARLOVŠKA C.;LIDL-LITIJSKA CESTA;ŠPORTNI CENTER STOŽICE;ŠPICA;ROŠKA - STRELIŠKA;BAVARSKI DVOR;STARA CERKEV;SITULA;ILIRSKA ULICA;LIDL - RUDNIK;KOPALIŠČE KOLEZIJA;POVŠETOVA - KAJUHOVA;DUNAJSKA C.-PS MERCATOR;CITYPARK;KOPRSKA ULICA;LIDL - VOJKOVA CESTA;POLJANSKA-POTOČNIKOVA;POVŠETOVA-GRABLOVIČEVA;PARK NAVJE-ŽELEZNA CESTA;ZALOG;CESTA NA ROŽNIK;HOFER-KAJUHOVA;DUNAJSKA C.-PS PETROL;STUDENEC;PARKIRIŠČE NUK 2-FF;BRATOVŠEVA PLOŠČAD;KONGRESNI TRG-ŠUBIČEVA ULICA;BS4-STOŽICE;GERBIČEVA - ŠPORTNI PARK SVOBODA;ŽIVALSKI VRT;VOKA - SLOVENČEVA;BTC CITY/DVORANA A;TRNOVO;P+R BARJE;ROŽNA DOLINA-ŠKRABČEVA UL.;KINO ŠIŠKA;BRODARJEV TRG;ZALOŠKA C.-GRABLOVIČEVA C.;DOLENJSKA C. - STRELIŠČE;ŠTEPANJSKO NASELJE 1-JAKČEVA ULICA;SOSESKA NOVO BRDO;TRŽNICA KOSEZE;ALEJA - CELOVŠKA CESTA;MERCATOR CENTER ŠIŠKA;GH ŠENTPETER-NJEGOŠEVA C.;HOFER - POLJE;VIŠKO POLJE;BONIFACIJA;P + R DOLGI MOST;DRAVLJE;POLJE;SUPERNOVA LJUBLJANA - RUDNIK;SREDNJA FRIZERSKA ŠOLA;TRG OF-KOLODVORSKA UL.;TRG MDB;TRŽAŠKA C.-ILIRIJA;PREŠERNOV TRG-PETKOVŠKOVO NABREŽJE;MERCATOR MARKET - CELOVŠKA C. 163;SAVSKO NASELJE 2-LINHARTOVA CESTA;BREG;BTC CITY ATLANTIS;IKEA;MIKLOŠIČEV PARK;BARJANSKA C.-CENTER STAREJŠIH TRNOVO;LEK - VEROVŠKOVA;AMBROŽEV TRG;VOJKOVA - GASILSKA BRIGADA;RAKOVNIK;PREGLOV TRG;PLEČNIKOV STADION
2022-10-12-23-20;2;15;10;8;1;17;0;1;15;18;3;3;10;21;0;19;8;3;1;0;14;4;10;11;3;15;9;1;2;20;3;4;0;7;5;18;0;3;1;7;2;11;12;7;4;1;10;10;15;21;12;16;20;17;16;11;10;8;4;10;4;14;18;4;10;13;6;3;17;16;0;12;2;1;5;6;0;12;1;0;19;20;19;2
2022-10-12-23-25;2;15;10;8;1;16;0;1;15;18;3;3;13;21;0;19;8;3;2;0;14;4;11;11;3;16;8;1;2;20;4;4;0;7;6;18;1;3;1;7;0;11;12;7;4;1;10;10;16;20;12;16;20;17;16;11;10;8;4;10;4;14;18;4;10;13;6;3;17;16;0;12;2;0;5;6;0;12;1;0;19;20;19;2
2022-10-12-23-30;2;15;10;8;1;16;0;0;13;18;3;3;14;21;1;19;8;6;2;0;14;4;12;11;3;16;6;1;2;20;4;3;0;8;6;18;1;3;1;7;0;11;12;7;4;1;10;10;16;20;12;16;20;17;16;11;10;8;4;10;4;14;18;4;10;13;6;2;17;16;0;12;2;0;5;6;0;12;1;0;18;20;19;2
2022-10-12-23-35;2;15;10;8;2;16;0;0;13;18;3;3;10;21;1;19;8;6;2;2;14;5;12;11;3;16;5;1;2;20;5;3;0;8;6;18;0;3;1;7;0;11;12;7;4;1;10;10;17;20;12;16;20;17;16;11;10;10;4;10;3;14;20;4;10;13;5;1;17;18;0;10;2;0;5;6;0;12;1;0;15;20;20;0
2022-10-12-23-40;2;15;10;8;1;16;0;0;13;18;3;3;10;21;1;19;8;7;2;2;14;5;8;11;3;16;4;1;1;20;5;3;0;8;7;18;0;3;0;7;0;11;12;7;4;1;10;10;17;21;12;16;20;17;17;12;10;10;4;10;3;14;20;4;10;13;5;0;17;18;2;10;1;0;5;6;0;12;1;0;15;20;20;0
2022-10-12-23-45;0;16;10;8;1;16;0;0;13;18;3;3;10;21;2;20;8;7;2;2;14;5;8;11;3;16;4;1;1;20;6;3;0;8;7;18;0;3;0;6;0;11;12;7;4;1;11;10;17;17;12;16;20;17;17;12;10;10;5;10;4;14;20;4;10;13;5;0;17;18;1;10;2;0;5;6;0;12;1;0;15;20;20;0
2022-10-12-23-50;0;16;10;8;1;16;0;2;14;18;3;3;10;21;2;20;7;7;2;3;14;5;9;11;3;16;4;1;1;20;6;3;0;8;11;18;0;3;0;6;0;11;12;7;4;1;11;10;18;17;12;16;20;17;17;12;10;10;5;10;5;14;20;4;10;13;6;0;15;18;1;10;3;0;5;6;0;12;1;0;15;20;20;0
2022-10-12-23-55;0;16;10;9;1;16;0;1;15;18;3;3;10;21;1;20;7;7;2;3;14;5;10;11;3;16;5;2;1;20;5;3;0;8;11;18;0;3;0;6;0;11;13;7;4;1;12;10;18;17;12;16;20;17;17;12;9;10;5;10;5;14;20;4;10;13;6;1;17;18;1;10;3;0;5;6;1;12;1;0;15;20;20;0
2022-10-13-00-00;0;16;10;9;1;16;0;0;14;18;3;3;10;21;3;20;7;7;2;2;14;5;9;11;3;16;4;2;1;20;5;3;0;8;12;18;0;3;0;6;0;12;12;7;4;1;13;10;18;18;12;16;20;17;17;12;9;10;5;10;5;14;20;4;10;13;6;0;17;18;1;10;3;0;5;6;1;12;1;1;15;19;20;0
2022-10-13-00-05;0;16;10;9;2;16;0;0;14;18;4;3;8;21;2;20;7;7;3;1;11;5;9;11;3;16;2;2;1;20;5;3;0;8;10;18;0;3;0;6;0;12;12;7;4;1;13;10;16;18;12;16;20;17;17;12;9;11;5;10;5;14;20;4;10;13;7;0;17;18;1;6;3;0;5;6;1;12;1;1;15;20;20;0
2022-10-13-00-10;0;16;10;9;1;16;0;2;14;18;4;3;8;21;1;20;7;7;3;0;11;5;8;11;3;16;3;2;1;20;5;3;0;8;10;18;0;3;0;6;0;12;11;7;4;1;14;10;17;17;12;15;20;17;17;12;9;11;4;10;5;14;20;4;10;13;7;0;18;18;1;6;3;0;5;6;1;13;1;1;15;20;20;0
2022-10-13-00-15;0;16;10;9;1;14;0;5;13;18;4;3;8;21;1;20;7;7;3;1;11;5;7;11;3;16;2;2;1;20;5;3;0;8;10;19;0;3;1;6;2;12;12;7;4;1;14;10;18;18;12;15;20;17;17;12;9;11;4;10;5;14;20;4;10;13;7;0;15;18;1;5;3;0;2;6;0;13;1;1;15;20;20;0
2022-10-13-00-20;0;16;10;9;1;11;0;3;13;19;4;3;7;21;1;19;7;7;3;1;11;5;7;11;2;16;2;2;1;20;5;3;0;8;9;19;0;3;1;6;2;12;13;7;4;1;14;10;16;19;12;15;20;17;18;12;9;11;4;10;6;15;20;4;10;13;7;0;14;17;1;4;4;0;2;6;0;13;1;2;15;20;20;0
2022-10-13-00-25;0;16;8;9;1;10;0;5;13;19;4;3;6;21;1;19;8;8;3;0;11;5;7;11;2;16;2;3;1;20;6;3;1;8;9;19;0;3;1;6;3;12;13;7;4;1;14;10;14;19;13;16;20;17;18;13;9;11;4;10;6;15;20;4;10;13;7;0;11;15;1;4;4;0;2;6;0;13;1;2;15;20;20;1
2022-10-13-00-30;0;16;8;9;1;10;0;2;13;19;4;3;6;21;1;19;8;8;3;1;11;5;5;11;2;17;3;3;1;19;6;4;1;8;9;19;0;3;1;6;2;12;13;7;4;1;14;10;14;20;13;16;20;17;18;13;9;11;3;10;6;16;20;4;10;13;8;0;12;15;1;5;4;0;2;6;0;13;1;3;15;20;20;1
2022-10-13-00-35;0;16;8;9;1;10;0;4;13;19;4;3;6;21;1;19;8;10;3;0;11;5;5;11;2;17;5;3;1;20;7;6;1;8;2;19;0;3;0;6;2;12;14;7;4;1;14;10;15;20;14;16;20;17;18;13;10;11;5;10;6;16;20;4;10;13;9;0;12;15;1;5;4;0;2;6;0;13;1;3;16;20;20;1
2022-10-13-00-40;1;16;8;9;1;7;0;2;12;19;5;3;6;21;1;19;8;13;3;0;11;5;5;11;2;17;7;3;1;20;7;6;1;8;2;19;0;3;0;6;4;12;14;7;4;1;14;10;15;21;14;16;20;17;18;13;10;11;5;10;6;16;20;4;10;13;9;0;10;16;0;5;4;0;2;6;0;13;1;3;16;20;20;2
2022-10-13-00-45;1;14;8;9;0;7;0;0;12;19;5;3;6;21;1;19;8;14;3;0;11;5;5;11;2;17;10;3;1;20;7;6;1;8;2;19;0;3;0;6;2;12;14;7;4;1;14;10;14;21;14;16;20;17;18;13;10;11;5;10;6;16;20;3;10;13;9;0;10;16;0;4;4;0;2;6;0;13;1;3;16;20;20;2
2022-10-13-00-50;1;14;8;9;0;7;0;0;12;19;5;3;6;21;2;19;9;18;3;0;11;5;5;11;2;17;10;3;1;18;7;6;1;8;2;19;0;3;0;6;4;12;14;7;4;1;14;10;17;21;14;16;20;17;19;13;10;11;5;10;6;16;20;3;10;13;9;0;10;16;0;4;6;0;2;6;0;13;1;3;16;20;20;2
2022-10-13-00-55;1;14;8;9;0;7;0;0;12;19;5;3;6;21;2;19;9;18;3;0;11;5;5;11;2;17;12;3;1;18;7;7;0;8;2;19;0;3;0;6;0;12;14;7;4;1;14;10;17;22;14;16;20;17;19;13;10;11;5;10;6;16;20;3;10;13;10;0;8;17;0;3;7;0;2;6;0;13;1;3;16;20;20;2
2022-10-13-01-00;1;14;8;9;0;7;0;0;12;19;5;3;5;21;2;19;9;18;7;0;11;5;4;11;2;17;12;3;1;18;8;7;0;8;2;19;0;3;0;6;0;12;14;7;4;1;14;10;13;22;14;16;20;17;20;13;10;11;5;10;6;16;20;3;10;13;10;1;7;17;0;4;7;0;2;6;1;13;1;3;16;20;20;1
2022-10-13-01-05;1;14;8;9;0;7;0;0;12;19;5;3;5;21;2;19;9;18;7;0;11;4;4;11;2;17;13;3;1;18;8;7;0;8;2;19;0;3;0;6;0;12;15;7;4;1;14;10;14;22;14;16;20;17;20;13;10;11;4;10;6;16;20;3;10;13;10;1;2;16;0;4;7;0;2;6;1;13;1;3;16;20;20;1
2022-10-13-01-10;1;14;8;9;0;7;0;0;12;19;5;3;5;21;2;19;9;18;8;1;13;4;4;11;2;17;13;3;1;18;8;7;0;8;2;19;0;3;0;7;0;12;16;7;4;1;14;10;16;22;14;16;20;17;20;13;10;11;4;10;6;16;20;3;10;13;9;1;2;16;0;5;7;0;2;6;0;13;1;3;16;20;20;1
2022-10-13-01-15;1;14;7;9;0;6;0;2;12;19;5;3;6;21;2;19;10;18;13;1;13;4;4;11;2;17;13;3;1;18;8;7;0;8;2;19;0;3;0;7;2;12;19;7;4;1;16;10;16;22;14;15;20;18;20;13;10;11;4;10;6;16;20;3;10;13;9;1;1;16;0;5;7;0;2;6;0;13;1;3;16;20;20;1
2022-10-13-01-20;1;14;7;9;0;6;0;2;12;19;5;3;6;21;2;19;10;18;13;1;12;4;4;11;2;18;13;3;1;18;8;7;0;8;2;19;0;3;0;8;2;12;19;7;4;1;16;10;16;22;14;15;20;18;20;13;10;11;4;10;6;16;20;3;10;13;9;1;1;16;0;5;7;0;2;6;0;13;1;3;16;20;20;1
2022-10-13-01-25;1;14;7;9;0;6;0;3;12;19;5;3;6;21;2;19;10;18;13;1;12;4;4;11;2;18;13;3;1;18;8;7;0;8;2;19;0;3;0;8;0;13;18;7;4;1;16;10;17;22;14;15;20;19;20;13;10;11;4;10;6;16;20;3;10;13;9;1;0;18;0;5;7;0;2;6;0;13;1;3;16;20;20;1
2022-10-13-01-30;1;13;7;9;0;6;0;1;12;19;5;3;6;21;1;19;10;18;13;1;12;3;4;11;2;18;13;3;1;18;8;8;0;8;2;19;0;4;0;8;0;13;17;7;4;1;16;10;17;21;14;15;20;19;20;13;10;11;4;10;6;16;20;3;10;13;9;1;0;18;0;5;7;0;2;6;0;13;1;3;16;20;20;1
2022-10-13-01-35;1;13;7;9;0;5;0;0;12;19;5;3;5;21;1;19;10;18;13;1;12;2;4;11;2;18;13;3;1;18;8;8;0;8;2;19;0;4;0;8;0;13;17;7;4;1;16;10;17;21;14;15;20;19;20;13;10;11;4;10;6;16;20;3;10;13;9;1;0;15;0;5;7;0;2;6;0;13;1;3;16;20;20;0
2022-10-13-01-40;1;13;7;9;0;5;0;1;15;19;5;3;5;21;1;19;10;18;13;1;12;2;2;11;2;18;13;3;1;18;8;8;0;8;2;19;0;4;0;8;1;13;17;7;4;1;16;10;16;21;14;15;20;19;20;13;10;11;4;10;6;19;20;3;10;13;9;1;0;15;0;5;7;0;2;6;0;13;1;3;16;20;20;0
2022-10-13-01-45;1;13;7;9;0;5;0;0;15;19;5;3;5;21;1;19;10;18;13;0;12;1;1;11;2;18;12;3;1;18;8;8;0;8;2;19;0;4;0;8;1;14;17;7;4;1;16;10;15;21;14;15;20;19;20;13;10;11;4;10;6;19;20;3;10;13;9;1;0;15;0;5;7;0;2;6;0;13;1;3;16;20;20;1
2022-10-13-01-50;1;13;7;9;1;4;0;0;17;19;6;3;6;21;1;19;10;18;12;0;12;1;1;11;2;18;12;3;1;20;8;8;0;8;2;19;0;4;0;8;1;14;18;7;4;1;17;10;14;21;14;15;20;19;20;13;10;11;4;10;6;19;20;3;10;13;9;1;0;15;0;5;7;0;2;6;0;13;1;3;16;20;20;2
2022-10-13-01-55;1;13;7;9;1;4;0;0;17;20;6;3;5;21;1;19;10;18;12;0;13;1;1;11;2;18;12;3;1;20;8;9;0;8;2;19;0;4;0;8;0;14;18;7;4;1;17;10;14;21;14;15;20;19;20;13;10;11;4;10;6;19;20;3;10;13;9;1;0;14;0;5;7;0;2;6;0;13;1;3;16;20;20;2
2022-10-13-02-00;1;14;7;9;1;4;0;0;18;20;6;3;5;21;1;19;10;18;12;0;14;1;1;11;2;18;12;3;1;20;7;9;0;8;2;19;0;4;0;8;0;14;18;7;4;1;17;10;15;21;14;16;20;19;20;13;10;11;4;10;6;20;20;3;10;13;9;1;0;13;0;5;7;0;2;6;0;13;1;3;16;20;20;2
2022-10-13-02-05;0;14;7;9;1;4;0;0;18;20;6;3;5;21;1;19;10;18;12;0;14;1;1;11;2;18;12;3;1;20;7;9;0;8;2;19;0;4;0;6;0;14;17;7;4;1;17;10;15;21;14;16;20;19;20;13;10;11;4;10;6;21;20;3;10;13;9;1;0;13;0;6;6;0;2;6;0;13;1;3;16;20;20;2
2022-10-13-02-10;0;14;7;9;1;4;0;0;18;20;6;3;5;21;1;19;10;18;12;0;14;1;1;11;1;18;12;3;1;20;7;9;1;8;2;19;0;4;0;6;0;14;15;7;4;1;17;10;15;21;14;16;20;19;20;13;10;11;4;10;6;21;20;3;10;13;8;1;0;13;0;7;7;0;2;6;0;13;1;3;16;20;20;2
2022-10-13-02-15;0;14;7;9;1;4;0;0;20;20;6;3;5;21;0;19;10;18;12;0;14;1;0;11;1;19;14;3;1;20;7;9;1;8;2;19;0;4;0;6;0;14;15;7;4;1;17;10;14;22;14;16;20;19;20;13;10;11;4;10;6;21;20;3;10;13;8;1;0;13;0;7;6;0;2;6;0;14;1;3;16;20;20;3
2022-10-13-02-20;0;14;7;9;1;4;0;0;20;20;6;3;5;21;0;19;10;18;12;0;14;2;0;11;1;19;14;3;1;20;7;9;1;8;2;19;0;4;0;6;0;14;15;7;4;1;17;10;14;22;14;16;20;19;20;13;10;11;4;10;6;21;20;3;10;14;8;1;0;13;0;7;6;0;2;6;0;14;1;3;15;20;20;1
2022-10-13-02-25;0;14;7;9;1;4;0;0;20;20;6;3;3;21;0;19;10;18;12;0;14;2;0;11;1;19;14;3;1;20;7;9;1;8;2;19;0;4;0;6;0;14;15;7;4;1;17;10;14;22;14;16;20;19;20;13;10;11;4;10;6;21;19;3;10;14;8;0;0;14;0;7;6;0;2;6;0;14;1;3;15;20;20;1
2022-10-13-02-30;0;14;7;9;1;4;0;0;20;20;6;3;3;21;0;20;12;18;13;0;14;2;0;11;1;19;14;3;1;20;7;9;1;8;2;19;0;4;0;6;0;14;15;7;4;1;17;10;14;22;14;16;20;19;20;13;10;11;4;10;7;21;19;3;10;14;8;0;0;14;0;7;7;0;2;6;0;12;1;0;15;20;20;1
2022-10-13-02-35;0;14;7;9;1;4;0;0;20;20;7;3;3;21;0;20;12;18;13;0;14;2;0;11;1;19;15;3;1;20;7;9;1;8;2;19;0;4;0;6;0;14;17;7;4;1;17;10;14;22;14;15;20;19;20;13;10;11;4;10;7;21;19;3;10;14;9;0;0;14;0;7;7;0;2;6;0;12;1;3;15;20;20;1
2022-10-13-02-40;0;14;7;10;1;4;0;0;20;20;7;3;3;21;0;20;12;18;13;0;14;2;0;11;1;19;15;3;1;20;7;9;1;8;2;19;0;4;0;6;0;14;17;7;4;1;17;10;14;22;14;15;20;19;20;13;10;11;4;10;7;21;19;3;10;14;9;0;0;13;0;7;7;0;2;6;0;12;1;3;15;20;20;1
2022-10-13-02-45;0;14;7;10;0;4;0;0;20;20;7;3;3;21;0;20;12;18;13;0;14;2;0;11;1;19;15;3;1;20;7;9;1;8;2;19;0;4;0;6;0;14;17;7;4;1;17;10;14;22;14;15;20;19;20;13;10;12;4;10;7;21;20;3;10;14;9;0;0;13;0;7;7;0;2;6;0;12;1;2;14;20;20;1
2022-10-13-02-50;0;14;7;10;0;4;0;0;20;20;7;3;3;21;0;20;13;18;13;0;14;2;0;11;1;19;16;3;1;20;7;9;1;8;2;19;0;4;0;6;0;14;17;7;4;1;17;10;15;22;14;15;20;19;20;13;10;12;4;10;7;21;20;3;10;14;9;0;0;13;0;6;8;0;2;6;0;11;1;2;14;20;20;1
2022-10-13-02-55;0;14;7;10;0;3;0;0;20;20;7;3;3;21;0;20;13;18;13;0;14;2;0;11;1;19;16;3;1;20;8;9;1;8;2;19;0;4;0;6;0;14;17;7;4;1;17;10;15;22;14;15;20;19;20;13;10;12;4;10;7;21;20;3;10;14;9;0;0;13;0;6;8;0;2;6;0;11;1;2;14;20;20;1
2022-10-13-03-00;0;14;7;10;0;2;0;0;20;20;7;3;3;21;0;20;13;18;13;0;14;2;0;11;1;19;16;3;1;20;8;9;1;8;2;19;0;4;0;6;0;14;18;7;4;1;17;10;13;22;14;15;20;19;20;13;10;12;4;10;7;21;20;3;10;14;9;0;0;12;0;6;8;0;2;6;0;11;1;2;14;20;20;1
2022-10-13-03-05;0;14;7;10;0;2;0;0;20;20;7;3;1;21;0;20;13;18;13;0;13;2;0;11;1;19;16;3;1;19;8;9;0;8;2;19;0;4;0;6;0;14;18;7;4;1;17;10;13;22;14;15;20;19;20;13;10;12;4;10;7;21;20;3;10;14;9;0;0;12;0;6;9;0;2;6;0;11;1;2;14;20;20;1
2022-10-13-03-10;0;14;7;10;0;2;0;0;20;20;7;3;1;21;0;20;13;18;13;0;12;2;0;11;1;19;17;4;1;19;8;9;0;8;2;19;0;4;0;6;0;14;17;7;4;1;17;10;13;22;14;15;20;19;20;13;10;12;4;10;7;21;20;3;10;14;9;0;0;12;0;6;9;0;2;6;0;10;1;2;14;20;20;1
2022-10-13-03-15;0;14;7;10;0;2;0;0;20;20;7;3;1;21;0;20;13;18;13;0;13;2;0;11;1;19;18;4;1;19;8;9;0;8;2;19;0;4;0;6;0;14;17;7;4;1;17;10;13;22;14;15;20;19;20;13;10;12;4;10;7;21;20;3;10;14;9;0;0;12;0;8;9;0;2;6;0;9;1;2;14;20;20;0
2022-10-13-03-20;0;14;7;10;0;0;0;0;20;20;7;3;1;21;0;20;13;18;13;0;13;2;0;11;1;19;18;4;1;19;8;9;0;8;2;19;0;4;0;6;0;14;17;7;4;1;17;10;11;22;14;15;20;19;20;13;10;12;4;10;7;21;20;3;10;14;9;1;0;12;0;8;9;0;2;6;0;9;1;2;14;20;20;1
2022-10-13-03-25;0;14;7;10;0;0;0;0;20;20;7;3;1;21;0;20;14;18;13;0;13;2;0;11;1;19;18;4;2;19;8;9;0;8;2;19;0;4;0;6;0;14;17;7;4;1;17;10;11;22;14;15;20;19;20;13;10;12;4;10;7;21;20;3;10;14;9;1;0;12;0;9;9;0;2;6;0;9;1;2;14;20;20;1
2022-10-13-03-30;0;14;7;10;0;0;0;0;20;20;7;3;1;21;0;20;14;18;13;0;13;2;1;11;0;19;16;4;2;18;8;9;0;8;2;19;0;4;0;6;0;14;17;7;4;1;17;10;11;22;15;15;20;19;20;13;10;12;4;10;7;21;20;3;10;14;9;0;0;12;0;9;9;0;2;6;0;9;1;2;14;20;20;1
2022-10-13-03-35;0;15;7;10;0;0;0;0;20;20;7;3;1;21;0;20;14;18;13;0;12;1;1;11;0;19;16;4;3;18;8;11;0;8;2;19;0;4;0;6;0;14;17;7;4;1;17;10;11;22;15;15;20;19;20;13;10;12;4;10;7;21;20;3;10;14;9;0;0;12;0;9;9;0;2;6;0;9;1;2;16;20;20;1
2022-10-13-03-40;0;15;7;10;0;0;0;0;20;20;7;3;1;21;0;20;14;18;13;0;12;1;1;11;0;19;16;5;3;18;8;11;0;8;2;19;0;4;0;6;0;14;17;7;4;1;17;10;11;22;15;15;20;19;20;13;10;12;4;10;7;21;20;3;10;14;9;0;0;12;0;9;10;0;2;6;0;9;1;1;16;20;20;1
2022-10-13-03-45;0;15;7;10;0;0;0;0;20;20;7;3;1;21;0;20;14;18;13;0;12;1;1;11;0;19;16;5;3;17;9;11;0;8;2;20;0;4;0;6;0;14;17;7;4;1;17;10;11;22;15;15;20;19;20;13;10;12;4;10;7;21;20;3;10;14;9;0;0;11;0;9;10;0;2;6;0;9;1;1;16;20;20;1
2022-10-13-03-50;0;15;7;10;0;1;0;0;20;20;7;3;1;21;0;20;14;18;13;0;12;1;1;11;0;19;16;5;3;17;9;11;0;8;2;20;0;4;0;6;0;14;17;7;4;1;17;10;11;22;15;15;20;19;20;13;10;12;4;10;7;21;20;3;10;14;10;0;0;11;0;9;10;0;2;6;0;9;1;1;16;20;20;1
2022-10-13-03-55;0;15;7;10;0;1;0;0;20;20;7;3;1;21;0;20;15;18;13;0;12;1;1;11;0;19;14;5;3;17;9;11;0;8;2;20;0;4;0;6;0;14;17;7;4;1;17;10;11;22;15;15;20;19;20;13;10;12;4;10;7;21;20;3;10;14;10;0;0;11;0;9;10;0;2;6;0;9;1;1;16;20;20;1
2022-10-13-04-00;0;15;7;10;0;1;0;0;20;20;7;3;1;21;0;20;15;18;13;0;12;1;1;11;0;19;14;5;3;17;9;11;0;8;2;20;0;4;0;6;0;14;17;7;4;1;17;10;11;22;15;15;20;19;20;13;10;12;4;10;7;21;20;3;10;14;10;0;0;11;0;9;10;0;2;6;0;9;1;0;16;20;20;1
2022-10-13-04-05;0;15;7;10;0;1;0;0;20;20;7;3;1;21;0;20;15;18;13;0;12;1;1;11;0;19;14;5;3;17;9;11;0;8;2;20;0;4;0;6;0;14;17;7;4;1;17;10;11;22;15;15;20;19;20;13;10;11;4;10;7;21;20;3;10;14;10;0;0;12;0;9;10;0;2;6;0;9;1;0;17;20;20;0
2022-10-13-04-10;0;15;7;10;0;0;0;0;20;20;7;3;1;21;0;20;15;18;13;0;12;1;1;11;0;19;13;5;3;17;9;11;0;8;2;20;1;4;0;6;0;14;17;7;4;1;17;10;11;22;15;15;18;19;20;13;10;11;4;11;7;21;20;3;10;14;10;0;0;12;0;9;10;0;2;6;0;8;1;0;17;20;20;0
2022-10-13-04-15;0;15;7;10;0;0;0;0;20;20;7;3;1;21;0;20;15;18;13;0;12;1;1;11;0;20;13;5;3;17;9;11;0;8;2;20;1;4;0;6;0;14;17;7;4;1;18;10;11;22;15;15;11;19;20;13;10;11;4;11;7;21;20;3;10;14;10;0;0;12;0;9;10;0;2;6;0;8;1;0;17;20;20;0
2022-10-13-04-20;0;15;7;10;0;0;0;0;20;20;7;3;1;21;0;20;15;18;12;0;12;1;1;11;0;20;13;5;3;17;9;11;0;8;2;20;1;4;0;6;0;14;17;7;4;1;18;10;11;22;15;15;10;19;20;13;10;11;4;11;7;21;20;3;10;14;10;0;0;11;0;9;10;0;2;6;0;8;1;0;17;20;20;0
2022-10-13-04-25;0;15;7;9;0;0;0;0;20;20;7;3;1;21;0;20;15;18;12;0;12;1;1;11;0;20;13;5;3;17;8;11;0;8;2;20;1;4;0;6;0;14;17;7;4;1;18;10;13;22;15;15;10;19;20;13;10;11;4;11;7;21;20;3;10;14;10;0;0;11;0;9;10;1;2;6;0;8;2;0;17;20;20;0
2022-10-13-04-30;0;15;7;9;0;0;0;1;20;20;7;3;1;21;0;20;14;18;12;0;11;1;1;11;0;20;13;5;3;17;8;11;0;8;2;20;1;4;0;7;0;14;17;7;4;1;18;10;13;22;15;15;8;19;20;13;10;11;4;11;7;21;20;3;10;14;10;0;0;11;0;9;10;1;2;6;0;8;2;0;17;20;20;0
2022-10-13-04-35;0;15;7;9;0;0;0;1;20;20;7;3;1;21;0;20;14;18;12;0;11;1;1;11;0;20;13;5;3;17;8;11;0;8;2;20;1;4;0;7;0;14;17;7;4;1;18;10;13;22;15;15;5;19;20;13;10;11;4;11;7;21;20;3;10;14;10;1;0;11;0;9;10;1;2;6;0;8;2;0;17;20;20;0
2022-10-13-04-40;0;15;7;9;0;0;0;0;20;20;7;3;1;21;0;20;14;18;12;0;11;1;1;11;2;20;13;5;3;17;8;11;0;8;2;20;1;4;0;6;0;14;17;7;4;1;18;10;13;22;15;15;5;19;20;13;10;11;4;11;7;21;20;3;10;14;10;1;0;11;0;9;10;1;2;6;0;8;2;0;17;20;20;0
2022-10-13-04-45;0;15;7;9;0;0;0;0;20;20;7;3;1;21;0;20;14;18;12;0;11;1;1;11;3;20;13;5;3;17;8;11;0;8;2;20;1;4;0;6;0;14;17;7;4;1;18;10;13;22;15;15;5;19;20;13;12;11;4;11;7;21;20;3;10;14;10;1;0;11;0;9;10;1;2;6;0;8;2;0;17;20;20;0
2022-10-13-04-50;1;15;7;9;0;0;0;0;20;20;7;3;1;21;0;20;14;18;12;0;11;1;2;11;3;20;13;5;3;17;8;11;0;8;2;20;1;4;0;6;0;14;17;7;4;1;18;10;12;22;15;15;5;19;20;13;12;11;4;11;7;21;20;3;10;14;10;1;0;11;0;9;10;1;2;6;0;8;2;0;17;20;20;0
2022-10-13-04-55;1;15;7;9;0;0;0;0;20;20;7;3;1;21;0;20;14;18;12;0;11;1;2;11;3;20;14;5;3;17;8;11;0;8;2;20;1;4;0;6;0;14;17;7;4;1;18;10;12;22;15;15;5;19;20;13;12;11;4;11;7;21;20;3;10;14;10;1;0;12;0;9;10;1;2;6;0;8;2;0;17;20;20;0
2022-10-13-05-00;1;15;7;9;0;0;1;0;20;20;7;3;1;21;0;20;14;18;12;0;11;1;2;11;3;20;14;5;3;17;8;11;0;8;2;20;1;4;0;6;2;14;17;7;4;1;18;10;12;22;15;15;5;19;20;13;12;11;3;12;7;21;20;3;10;14;10;1;0;12;0;9;10;1;2;6;0;8;2;0;17;20;20;0
2022-10-13-05-05;1;15;7;9;0;0;1;0;20;20;7;3;1;20;0;20;14;18;12;0;11;1;2;11;3;20;14;5;3;18;8;11;0;8;2;20;1;4;0;6;2;14;18;7;4;1;18;10;11;22;15;15;5;19;20;13;12;11;3;12;7;21;20;3;10;14;10;1;0;12;0;9;10;1;2;6;0;8;2;0;17;20;20;0
